tmin,tmax,tavg,humidity,speed,pressure
0.3234624145785877,0.4725,0.40048543689320387,0.9524752475247527,0.23741007194244604,0.5298372513562383
0.4669703872437357,0.51,0.529126213592233,0.9485148514851486,0.45683453237410065,0.44303797468354467
0.48291571753986334,0.615,0.5533980582524272,0.8594059405940595,0.4676258992805755,0.4972875226039787
0.45102505694760814,0.6,0.5461165048543689,0.6376237623762376,0.7733812949640287,0.3815551537070511
0.4236902050113895,0.575,0.5024271844660194,0.710891089108911,0.8597122302158274,0.2115732368896915
0.38268792710706145,0.5700000000000001,0.48543689320388345,0.8930693069306932,0.5827338129496403,0.0
0.35990888382687924,0.51,0.44417475728155337,0.8554455445544554,0.5467625899280576,0.42133815551537024
0.37129840546697035,0.5399999999999999,0.47330097087378636,0.9445544554455446,0.3848920863309352,0.383363471971066
0.3735763097949885,0.5575,0.47330097087378636,0.9584158415841585,0.3129496402877697,0.5406871609403255
0.357630979498861,0.53,0.44417475728155337,0.9207920792079208,0.27338129496402874,0.6311030741410489
0.3849658314350796,0.5525,0.47572815533980584,0.9366336633663368,0.3669064748201438,0.7323688969258596
0.4350797266514806,0.595,0.5364077669902912,0.900990099009901,0.6223021582733813,0.6292947558770341
0.44874715261959,0.5625,0.5097087378640777,0.7267326732673267,0.9100719424460432,0.3652802893309213
0.3394077448747152,0.5149999999999999,0.42961165048543687,0.7207920792079209,0.7661870503597122,0.39240506329113833
0.28473804100227784,0.4625,0.38106796116504854,0.7089108910891091,0.6618705035971224,0.5226039783001809
0.25512528473804097,0.41,0.34951456310679613,0.8534653465346537,0.3381294964028777,0.6546112115732362
0.2642369020501139,0.4175,0.36650485436893204,0.9346534653465347,0.22661870503597123,0.6528028933092214
0.2870159453302961,0.41,0.3567961165048544,0.9287128712871288,0.15467625899280577,0.726943942133817
0.3280182232346241,0.4575,0.4174757281553398,0.9108910891089109,0.4676258992805755,0.5678119349005426
0.35079726651480636,0.5275,0.45631067961165045,0.908910891089109,0.5611510791366906,0.33092224231464684
0.33712984054669703,0.52,0.4271844660194175,0.9524752475247527,0.37050359712230213,0.39421338155515323
0.3439635535307517,0.5175,0.4368932038834951,0.9544554455445545,0.49280575539568344,0.218806509945749
0.34851936218678814,0.5375,0.45145631067961167,0.908910891089109,0.5035971223021583,0.27486437613019793
0.3189066059225512,0.4875,0.4101941747572816,0.912871287128713,0.2841726618705036,0.4701627486437617
0.296127562642369,0.445,0.38106796116504854,0.918811881188119,0.17985611510791366,0.6437613019891489
0.27790432801822323,0.39249999999999996,0.3422330097087379,0.9029702970297031,0.1834532374100719,0.7377938517179021
0.2277904328018223,0.26749999999999996,0.24029126213592233,0.7009900990099011,0.3848920863309352,0.820976491862566
0.15034168564920272,0.23499999999999996,0.18446601941747576,0.6455445544554457,0.35611510791366907,0.8788426763110299
0.17084282460136674,0.225,0.19174757281553398,0.5386138613861386,0.3848920863309352,0.9403254972875233
0.16400911161731208,0.18,0.1699029126213592,0.4277227722772278,0.37410071942446044,1.0
0.12756264236902048,0.15499999999999997,0.13834951456310682,0.5683168316831683,0.3669064748201438,0.9837251356238681
0.12072892938496584,0.12000000000000002,0.11165048543689324,0.5386138613861386,0.32014388489208634,0.9547920433996383
0.04328018223234625,0.04500000000000002,0.03883495145631071,0.6277227722772277,0.20143884892086328,0.9439421338155531
0.0,0.0,0.0,0.6356435643564358,0.06834532374100719,0.9168173598553361
0.01366742596810937,0.0125,0.03155339805825244,0.6514851485148515,0.02158273381294964,0.9529837251356255
0.020501138952164013,0.022499999999999964,0.04611650485436894,0.6376237623762376,0.15467625899280577,0.9493670886075957
0.0045558086560364705,0.022499999999999964,0.012135922330097087,0.5821782178217823,0.1906474820143885,0.9620253164556978
0.08428246013667427,0.07249999999999997,0.10922330097087378,0.6653465346534655,0.302158273381295,0.9330922242314639
0.1480637813211845,0.1875,0.18446601941747576,0.6376237623762376,0.27338129496402874,1.0
0.15489749430523916,0.2125,0.20631067961165048,0.6673267326732674,0.14028776978417265,0.8824593128390595
0.11617312072892938,0.09749999999999996,0.11165048543689324,0.6871287128712872,0.26258992805755393,0.9602169981916808
0.0888382687927107,0.03499999999999996,0.0679611650485437,0.6613861386138614,0.05035971223021582,0.9656419529837235
0.11161731207289294,0.039999999999999945,0.0849514563106796,0.6277227722772277,0.05755395683453238,0.8679927667269447
0.17995444191343962,0.12249999999999997,0.19902912621359226,0.6693069306930695,0.2158273381294964,0.6835443037974681
0.22551252847380407,0.29,0.28398058252427183,0.7762376237623763,0.07913669064748202,0.5678119349005426
0.25512528473804097,0.3375,0.3228155339805825,0.8019801980198019,0.4460431654676259,0.23327305605786597
0.2574031890660592,0.41,0.3398058252427184,0.8633663366336635,0.46043165467625896,0.32188065099457447
0.275626423690205,0.345,0.31553398058252424,0.8792079207920793,0.23381294964028776,0.5406871609403255
0.3280182232346241,0.43,0.4271844660194175,0.9207920792079208,0.3920863309352518,0.5153707052441234
0.357630979498861,0.5175,0.4490291262135922,0.8574257425742576,0.4316546762589928,0.47739602169981915
0.3530751708428246,0.51,0.44174757281553395,0.8039603960396041,0.5071942446043165,0.6256781193490043
0.3325740318906606,0.425,0.3883495145631068,0.6653465346534655,0.4676258992805755,0.7848101265822767
0.37813211845102507,0.4625,0.46359223300970875,0.8396039603960397,0.5431654676258992,0.7179023508137446
0.4100227790432801,0.5700000000000001,0.5048543689320388,0.8316831683168316,0.7266187050359713,0.5443037974683532
0.4601366742596811,0.6,0.5412621359223301,0.8831683168316833,0.7841726618705036,0.45931283905967446
0.47152619589977224,0.6174999999999999,0.5533980582524272,0.7069306930693069,1.0,0.41952983725135534
0.4009111617312073,0.5325,0.47572815533980584,0.6871287128712872,0.7589928057553957,0.43399638336347235
0.3302961275626423,0.4425,0.3883495145631068,0.611881188118812,0.5287769784172662,0.6130198915009043
0.3348519362186788,0.39249999999999996,0.38106796116504854,0.7524752475247525,0.21223021582733814,0.6039783001808319
0.4350797266514806,0.48250000000000004,0.5121359223300971,0.9544554455445545,0.5287769784172662,0.48101265822784683
0.45785876993166286,0.59,0.5339805825242718,0.9148514851485149,0.2805755395683453,0.6365280289330915
0.45102505694760814,0.62,0.5606796116504854,0.9227722772277229,0.564748201438849,0.6202531645569617
0.42824601366742593,0.4925,0.46359223300970875,0.6079207920792079,0.5107913669064748,0.7233273056057872
0.4100227790432801,0.43,0.4223300970873787,0.598019801980198,0.22302158273381292,0.7613019891500894
0.357630979498861,0.39749999999999996,0.38349514563106796,0.47524752475247517,0.1618705035971223,0.7215189873417702
0.3416856492027334,0.38,0.36650485436893204,0.4019801980198021,0.2697841726618705,0.7486437613019873
0.28473804100227784,0.35,0.3300970873786408,0.4336633663366337,0.06115107913669065,0.8282097649186255
0.35079726651480636,0.3575,0.36650485436893204,0.3821782178217823,0.32014388489208634,0.6509945750452085
0.3872437357630979,0.42750000000000005,0.4199029126213592,0.7386138613861388,0.1330935251798561,0.7866184448462936
0.43963553530751703,0.4774999999999999,0.48058252427184467,0.7207920792079209,0.34892086330935246,0.8408679927667276
0.45330296127562636,0.565,0.5436893203883495,0.7128712871287128,0.723021582733813,0.6419529837251362
0.43963553530751703,0.5349999999999999,0.49514563106796117,0.6297029702970299,0.5215827338129496,0.6256781193490043
0.45102505694760814,0.58,0.5364077669902912,0.9168316831683171,0.4388489208633093,0.6690777576853532
0.4555808656036446,0.6224999999999999,0.5461165048543689,0.7940594059405942,0.5539568345323741,0.6817359855334533
0.43735763097949887,0.5025,0.4781553398058252,0.7465346534653465,0.3776978417266187,0.7613019891500894
0.5671981776765375,0.5075000000000001,0.529126213592233,0.6554455445544556,0.26258992805755393,0.7215189873417702
0.6902050113895216,0.5525,0.616504854368932,0.45544554455445535,0.27338129496402874,0.6039783001808319
0.7038724373576309,0.595,0.6504854368932038,0.4099009900990099,0.26618705035971224,0.5334538878842681
0.6469248291571754,0.6275,0.6383495145631067,0.4930693069306931,0.5,0.5352622061482809
0.5056947608200456,0.55,0.5339805825242718,0.4396039603960396,0.6330935251798562,0.7558770343580468
0.5398633257403189,0.6024999999999999,0.616504854368932,0.506930693069307,0.643884892086331,0.7956600361663659
0.5740318906605922,0.6625,0.6310679611650485,0.7287128712871289,0.39568345323741005,0.8372513562386978
0.612756264236902,0.5875,0.6043689320388349,0.7089108910891091,0.2410071942446043,0.781193490054251
0.6264236902050113,0.5399999999999999,0.6019417475728155,0.5841584158415841,0.14028776978417265,0.7359855334538893
0.6082004555808656,0.5599999999999999,0.5946601941747572,0.5188118811881188,0.37410071942446044,0.6835443037974681
0.5740318906605922,0.49749999999999994,0.529126213592233,0.4732673267326733,0.49280575539568344,0.7956600361663659
